LMScore,HScore,Verdict
0.0,0.0,neutral
0.0,0.0,neutral
0.0,0.0,positive
0.0,0.99999950000025,positive
0.99999950000025,0.9999996666667778,positive
0.0,-0.9999990000010001,neutral
-0.9999990000010001,0.0,positive
0.0,0.9999990000010001,positive
-0.9999990000010001,0.9999990000010001,neutral
0.0,0.0,positive
0.9999990000010001,0.33333322222225925,negative
0.9999990000010001,0.9999990000010001,neutral
0.9999990000010001,0.0,negative
0.99999950000025,0.9999996666667778,neutral
0.0,0.9999990000010001,positive
0.9999990000010001,0.9999997500000625,positive
0.0,0.0,positive
0.0,0.33333322222225925,negative
0.0,0.9999990000010001,positive
0.9999990000010001,0.9999990000010001,positive
0.0,0.0,neutral
0.9999990000010001,0.0,positive
0.9999990000010001,0.99999950000025,positive
0.0,0.0,positive
-0.9999990000010001,0.9999990000010001,negative
0.0,0.99999950000025,negative
0.0,0.9999997500000625,positive
0.0,0.199999960000008,neutral
0.0,0.0,negative
-0.9999990000010001,-0.33333322222225925,negative
0.0,0.9999990000010001,positive
0.0,0.49999987500003124,neutral
0.0,0.0,negative
-0.99999950000025,-0.33333322222225925,negative
-0.9999990000010001,0.0,negative
-0.9999990000010001,0.0,neutral
0.0,0.99999950000025,neutral
-0.9999990000010001,-0.99999950000025,neutral
-0.9999990000010001,0.9999990000010001,positive
0.9999990000010001,0.0,negative
0.0,0.0,negative
-0.9999990000010001,-0.9999990000010001,negative
0.0,0.0,positive
-0.9999990000010001,0.99999950000025,positive
0.9999990000010001,0.99999950000025,positive
0.0,0.9999990000010001,positive
0.0,0.7499999062500118,positive
0.9999990000010001,0.33333322222225925,negative
-0.9999990000010001,-0.9999990000010001,neutral
-0.9999990000010001,-0.33333322222225925,negative
0.9999990000010001,0.9999997500000625,neutral
0.0,0.99999950000025,positive
0.0,0.9999990000010001,positive
0.0,0.599999880000024,neutral
-0.9999990000010001,0.0,negative
0.0,0.9999990000010001,positive
0.9999990000010001,0.9999997500000625,positive
0.0,-0.9999990000010001,negative
0.0,0.599999880000024,positive
0.0,-0.9999990000010001,neutral
0.0,0.33333322222225925,neutral
-0.9999990000010001,0.9999990000010001,positive
0.9999990000010001,0.99999950000025,negative
0.0,0.9999990000010001,positive
0.9999990000010001,0.9999996666667778,positive
0.0,0.0,positive
0.0,0.9999996666667778,neutral
0.0,0.9999990000010001,positive
0.0,0.0,neutral
0.9999990000010001,0.9999990000010001,positive
0.99999950000025,0.599999880000024,positive
-0.99999950000025,-0.33333322222225925,negative
-0.9999990000010001,0.0,neutral
0.0,0.99999950000025,neutral
-0.9999996666667778,-0.9999997500000625,negative
0.0,0.0,positive
0.0,0.99999950000025,positive
0.9999990000010001,-0.33333322222225925,neutral
0.9999990000010001,0.9999990000010001,positive
0.9999990000010001,0.99999950000025,negative
0.0,0.99999980000004,neutral
0.0,0.99999950000025,neutral
0.9999990000010001,0.9999996666667778,negative
-0.9999990000010001,0.99999950000025,positive
0.0,0.9999996666667778,negative
0.0,0.0,positive
-0.9999990000010001,0.0,negative
0.0,0.9999990000010001,neutral
0.0,0.0,neutral
0.0,-0.9999990000010001,positive
0.0,0.0,positive
0.0,-0.9999990000010001,negative
0.0,0.33333322222225925,neutral
0.0,0.0,negative
0.0,0.0,positive
0.0,0.99999950000025,positive
0.0,0.99999950000025,neutral
0.0,0.33333322222225925,negative
0.0,0.0,positive
0.0,0.49999987500003124,neutral
0.0,0.9999997500000625,neutral
0.0,0.9999990000010001,neutral
0.0,0.9999996666667778,neutral
0.99999950000025,0.33333329629630043,neutral
0.9999990000010001,0.99999950000025,positive
0.9999990000010001,0.9999990000010001,neutral
0.0,0.0,negative
0.0,0.9999990000010001,negative
0.0,0.9999990000010001,neutral
0.0,0.0,neutral
0.9999990000010001,0.9999997500000625,positive
0.0,0.9999996666667778,neutral
0.0,0.9999990000010001,positive
-0.9999990000010001,0.0,negative
0.9999990000010001,0.99999950000025,positive
0.0,0.0,neutral
0.9999990000010001,0.99999950000025,positive
-0.33333322222225925,0.0,negative
0.0,0.49999987500003124,neutral
0.0,0.0,positive
0.0,0.33333322222225925,neutral
0.9999990000010001,0.9999990000010001,positive
0.0,0.99999950000025,positive
0.0,-0.9999990000010001,negative
0.0,0.9999990000010001,positive
0.0,0.9999997500000625,neutral
-0.9999990000010001,-0.49999987500003124,negative
0.99999950000025,0.33333322222225925,positive
0.9999990000010001,0.99999950000025,negative
-0.99999950000025,0.0,neutral
0.0,0.0,positive
0.9999990000010001,-0.33333322222225925,negative
0.9999990000010001,0.9999997500000625,positive
0.0,0.99999950000025,neutral
0.9999990000010001,0.9999997500000625,neutral
0.9999990000010001,0.33333322222225925,negative
0.0,0.99999980000004,neutral
0.0,0.99999950000025,neutral
0.0,0.0,negative
0.0,0.0,negative
0.0,0.99999950000025,neutral
0.0,0.33333322222225925,negative
0.0,0.0,negative
0.0,0.99999950000025,neutral
0.0,0.9999990000010001,positive
-0.9999990000010001,-0.9999990000010001,negative
0.0,-0.9999990000010001,neutral
0.9999990000010001,0.9999990000010001,positive
-0.599999880000024,0.11111109876543349,negative
0.0,0.0,negative
0.0,0.0,negative
0.9999990000010001,0.9999990000010001,positive
0.9999990000010001,0.99999950000025,negative
0.0,0.0,negative
0.9999990000010001,0.9999990000010001,positive
0.0,0.9999996666667778,neutral
-0.9999990000010001,0.99999950000025,negative
0.0,0.0,negative
0.0,-0.9999990000010001,negative
0.0,0.33333322222225925,positive
0.0,0.33333322222225925,positive
0.99999950000025,0.9999997500000625,positive
0.0,-0.99999950000025,neutral
-0.9999990000010001,0.0,negative
-0.9999990000010001,-0.9999990000010001,negative
0.0,0.9999996666667778,negative
-0.9999990000010001,0.599999880000024,negative
0.0,0.0,positive
0.0,0.9999990000010001,neutral
0.0,0.99999950000025,neutral
-0.9999990000010001,-0.33333322222225925,positive
0.0,-0.99999950000025,neutral
0.0,0.0,negative
0.0,0.99999950000025,positive
0.9999990000010001,0.9999990000010001,negative
0.0,0.0,positive
0.9999990000010001,0.9999996666667778,neutral
-0.9999990000010001,-0.99999950000025,negative
0.0,0.0,neutral
0.99999950000025,0.9999996666667778,positive
0.0,0.9999990000010001,negative
0.9999990000010001,0.99999950000025,positive
0.0,0.9999996666667778,neutral
0.0,0.0,negative
0.0,0.33333322222225925,neutral
0.0,0.9999990000010001,negative
0.0,0.0,neutral
0.0,0.99999950000025,neutral
0.0,0.0,negative
0.0,0.9999990000010001,positive
0.0,0.9999990000010001,negative
0.0,0.0,negative
0.0,0.9999990000010001,positive
0.9999990000010001,0.99999950000025,negative
0.0,0.0,negative
0.0,0.9999990000010001,neutral
0.0,0.9999990000010001,positive
0.9999990000010001,0.9999997500000625,positive
0.0,0.0,positive
0.9999997500000625,0.7999999200000081,positive
0.0,0.99999950000025,neutral
0.0,0.0,neutral
0.0,0.99999950000025,negative
0.0,0.99999950000025,positive
0.0,0.9999996666667778,neutral
0.0,0.0,positive
0.9999990000010001,0.99999950000025,negative
0.0,0.9999990000010001,neutral
-0.9999990000010001,0.9999996666667778,positive
0.0,0.0,neutral
0.0,0.0,positive
0.9999990000010001,0.49999987500003124,positive
0.0,0.9999990000010001,neutral
0.0,0.0,neutral
-0.33333322222225925,0.0,negative
0.0,-0.9999990000010001,negative
0.0,0.0,positive
0.9999990000010001,0.99999950000025,positive
0.0,0.49999987500003124,negative
-0.99999950000025,0.33333327777778704,neutral
0.0,0.0,positive
-0.99999950000025,-0.99999950000025,negative
0.0,0.7499999062500118,positive
-0.9999990000010001,0.599999880000024,neutral
0.0,0.0,positive
0.9999990000010001,0.199999960000008,positive
0.9999990000010001,0.99999980000004,neutral
-0.9999990000010001,0.9999990000010001,neutral
0.0,0.0,neutral
0.0,0.0,negative
0.0,0.0,neutral
0.0,0.9999990000010001,neutral
0.0,0.99999980000004,positive
0.9999990000010001,0.0,neutral
0.9999990000010001,0.99999950000025,positive
0.9999990000010001,0.9999997500000625,positive
0.0,0.9999990000010001,positive
0.0,0.0,negative
0.0,0.599999880000024,neutral
0.99999950000025,0.99999980000004,neutral
0.0,0.0,negative
0.0,0.0,neutral
-0.9999990000010001,0.9999990000010001,negative
0.0,0.9999997500000625,neutral
0.9999990000010001,0.49999987500003124,positive
-0.9999990000010001,0.0,neutral
0.0,0.0,neutral
-0.9999990000010001,0.0,negative
0.0,0.9999990000010001,positive
0.0,-0.199999960000008,negative
0.0,0.0,negative
0.0,0.0,negative
0.0,0.99999950000025,negative
0.0,0.99999950000025,positive
-0.9999996666667778,-0.199999960000008,positive
0.0,0.0,neutral
0.9999990000010001,0.0,negative
-0.9999990000010001,0.33333322222225925,negative
-0.9999990000010001,0.9999990000010001,negative
0.0,0.9999990000010001,neutral
0.0,-0.9999990000010001,negative
0.0,0.9999990000010001,neutral
0.9999990000010001,0.99999950000025,positive
0.9999990000010001,0.0,positive
0.9999990000010001,0.49999987500003124,negative
-0.9999990000010001,0.99999950000025,neutral
0.0,0.0,negative
0.0,0.599999880000024,neutral
0.0,0.6666665555555741,neutral
-0.9999990000010001,-0.9999990000010001,negative
0.0,0.33333322222225925,negative
0.0,0.9999990000010001,positive
0.0,0.9999990000010001,negative
0.0,0.99999950000025,positive
0.0,0.9999996666667778,positive
0.0,0.0,negative
0.0,0.9999990000010001,positive
0.9999990000010001,0.9999998333333611,positive
-0.9999990000010001,-0.33333322222225925,negative
0.99999950000025,0.9999996666667778,neutral
0.0,0.0,positive
0.0,0.9999990000010001,positive
-0.9999990000010001,0.599999880000024,neutral
-0.9999990000010001,-0.199999960000008,negative
0.0,0.99999950000025,positive
0.0,0.0,positive
0.0,0.0,negative
0.9999990000010001,0.9999990000010001,positive
0.9999990000010001,0.599999880000024,negative
0.0,-0.9999990000010001,negative
0.0,0.33333322222225925,negative
0.0,0.49999987500003124,positive
0.0,0.33333322222225925,negative
0.9999990000010001,0.99999950000025,positive
-0.9999990000010001,0.0,neutral
0.0,0.0,negative
0.0,0.99999950000025,positive
0.0,0.0,positive
0.9999990000010001,0.99999950000025,negative
0.0,0.6666665555555741,neutral
0.99999950000025,0.33333329629630043,neutral
0.0,0.49999987500003124,negative
0.9999990000010001,0.9999996666667778,neutral
0.9999990000010001,0.0,negative
0.0,0.9999996666667778,neutral
-0.9999990000010001,-0.9999990000010001,neutral
0.0,0.9999996666667778,positive
0.0,0.99999950000025,positive
0.0,-0.9999990000010001,negative
0.9999990000010001,0.9999990000010001,positive
0.0,0.99999950000025,neutral
-0.9999990000010001,0.0,negative
0.9999990000010001,0.9999990000010001,neutral
0.0,0.99999950000025,neutral
0.0,-0.9999990000010001,neutral
0.0,-0.9999990000010001,negative
0.0,0.99999950000025,positive
0.0,0.49999987500003124,neutral
0.0,0.9999996666667778,neutral
0.9999990000010001,0.99999950000025,negative
0.0,0.33333322222225925,positive
0.0,0.0,negative
-0.9999990000010001,-0.9999990000010001,negative
0.0,0.0,positive
0.0,0.9999990000010001,neutral
0.0,0.0,neutral
-0.9999990000010001,-0.9999990000010001,negative
-0.9999990000010001,0.0,negative
-0.9999990000010001,0.0,negative
-0.9999990000010001,0.99999980000004,positive
0.0,0.99999950000025,neutral
0.9999990000010001,0.99999950000025,negative
0.9999990000010001,0.33333322222225925,negative
0.0,0.9999990000010001,negative
0.9999990000010001,0.99999950000025,positive
0.0,-0.9999990000010001,neutral
0.0,0.9999990000010001,neutral
0.0,0.9999990000010001,neutral
0.0,0.49999987500003124,positive
-0.9999990000010001,0.0,negative
0.0,0.33333322222225925,positive
0.0,0.0,negative
0.0,-0.9999990000010001,positive
0.0,0.99999980000004,negative
-0.9999990000010001,0.9999997500000625,neutral
-0.9999990000010001,0.0,neutral
-0.9999990000010001,-0.9999990000010001,negative
0.0,0.99999950000025,neutral
0.0,0.0,neutral
0.9999990000010001,0.99999950000025,positive
0.0,0.9999990000010001,neutral
0.0,0.9999990000010001,negative
0.9999990000010001,0.99999950000025,negative
0.0,0.599999880000024,positive
0.0,0.0,neutral
0.0,0.0,negative
0.0,0.0,negative
0.0,0.99999980000004,positive
0.0,-0.9999990000010001,negative
0.9999990000010001,0.33333322222225925,negative
0.0,0.9999996666667778,neutral
0.9999990000010001,0.99999950000025,positive
-0.9999990000010001,-0.9999990000010001,negative
-0.33333322222225925,0.0,negative
-0.9999990000010001,0.33333322222225925,negative
0.0,0.0,neutral
0.0,-0.9999990000010001,negative
0.0,0.0,positive
0.0,0.49999987500003124,neutral
0.9999990000010001,0.99999950000025,negative
0.0,0.9999996666667778,neutral
0.0,0.0,negative
-0.9999990000010001,0.33333322222225925,negative
0.0,0.9999996666667778,neutral
0.0,0.0,negative
0.0,0.9999990000010001,neutral
0.0,0.9999990000010001,neutral
-0.9999990000010001,-0.9999990000010001,neutral
0.9999990000010001,0.49999987500003124,negative
0.0,0.39999996000000404,positive
0.9999990000010001,0.9999990000010001,positive
0.0,0.0,neutral
0.0,0.33333322222225925,negative
0.9999990000010001,0.9999996666667778,positive
0.0,0.0,neutral
0.0,0.9999990000010001,neutral
0.9999990000010001,0.9999996666667778,positive
0.9999990000010001,0.99999950000025,positive
0.0,0.33333322222225925,negative
0.0,0.99999950000025,positive
0.0,0.9999990000010001,negative
0.0,0.9999990000010001,neutral
0.0,0.0,negative
0.0,-0.199999960000008,negative
0.0,0.0,positive
0.9999990000010001,0.9999990000010001,negative
0.0,0.0,neutral
0.99999950000025,0.99999950000025,positive
0.0,0.0,negative
-0.9999990000010001,0.99999950000025,positive
0.0,0.0,neutral
0.0,0.99999950000025,neutral
0.9999990000010001,0.99999950000025,neutral
0.9999990000010001,0.99999950000025,positive
0.0,0.49999987500003124,neutral
0.0,0.9999996666667778,neutral
0.0,0.33333322222225925,negative
0.99999950000025,0.99999950000025,positive
0.0,0.9999990000010001,neutral
0.0,0.33333322222225925,positive
0.0,0.33333322222225925,negative
0.9999990000010001,0.99999950000025,negative
-0.9999990000010001,-0.99999950000025,negative
0.0,0.33333322222225925,negative
0.0,0.9999990000010001,negative
0.0,0.0,positive
0.9999990000010001,0.33333322222225925,negative
0.0,0.9999990000010001,positive
0.9999990000010001,0.9999997500000625,positive
-0.9999990000010001,-0.9999990000010001,negative
0.0,0.0,negative
-0.99999950000025,0.0,positive
0.0,0.0,negative
0.0,0.49999987500003124,neutral
0.0,0.33333322222225925,negative
0.0,0.0,neutral
0.0,-0.33333322222225925,neutral
0.0,-0.9999990000010001,negative
0.0,0.9999996666667778,positive
0.0,0.0,neutral
0.9999990000010001,0.49999987500003124,negative
0.0,0.9999990000010001,positive
0.0,0.9999997500000625,neutral
0.0,0.9999996666667778,positive
-0.9999990000010001,0.0,neutral
0.0,0.99999950000025,neutral
0.9999990000010001,0.9999996666667778,neutral
0.9999990000010001,0.9999996666667778,positive
0.9999990000010001,0.49999987500003124,negative
0.9999990000010001,0.9999990000010001,neutral
0.0,-0.33333322222225925,neutral
0.0,0.0,neutral
0.0,0.99999950000025,negative
0.0,0.0,neutral
0.9999990000010001,0.9999990000010001,positive
-0.9999990000010001,-0.9999990000010001,positive
0.0,0.0,neutral
0.0,0.0,neutral
-0.9999990000010001,0.0,neutral
0.0,0.9999990000010001,neutral
0.9999990000010001,0.0,neutral
0.0,0.0,negative
0.0,0.0,positive
0.0,0.0,positive
0.0,0.9999997500000625,neutral
0.9999990000010001,0.99999950000025,negative
-0.9999990000010001,0.9999990000010001,neutral
-0.9999990000010001,-0.99999950000025,positive
0.0,0.0,positive
-0.9999990000010001,-0.99999950000025,negative
-0.9999990000010001,-0.99999950000025,negative
0.9999990000010001,0.9999997500000625,positive
0.0,0.49999987500003124,negative
-0.9999990000010001,0.0,negative
0.9999990000010001,0.9999990000010001,positive
0.0,0.0,negative
0.0,0.99999980000004,neutral
0.0,0.9999990000010001,positive
-0.9999990000010001,-0.9999990000010001,neutral
-0.9999990000010001,-0.9999990000010001,neutral
-0.9999990000010001,-0.9999990000010001,neutral
0.0,-0.9999990000010001,negative
0.9999990000010001,0.49999987500003124,positive
0.0,0.9999997500000625,positive
-0.9999996666667778,-0.33333322222225925,negative
0.0,0.33333322222225925,negative
0.0,0.9999997500000625,positive
0.0,-0.9999990000010001,neutral
-0.99999950000025,-0.33333322222225925,negative
0.0,0.9999990000010001,positive
0.0,0.0,negative
0.9999990000010001,0.9999990000010001,negative
0.0,0.99999950000025,neutral
0.0,0.99999950000025,neutral
0.0,-0.9999990000010001,neutral
0.0,0.33333322222225925,negative
0.0,0.9999990000010001,positive
0.9999990000010001,0.9999990000010001,positive
0.9999990000010001,0.99999950000025,positive
0.0,0.99999950000025,neutral
-0.9999990000010001,0.33333322222225925,neutral
0.9999990000010001,0.99999950000025,positive
0.0,0.33333322222225925,positive
0.9999990000010001,0.33333322222225925,positive
0.0,0.99999950000025,neutral
-0.99999950000025,0.0,negative
0.0,0.99999950000025,positive
0.9999990000010001,0.99999950000025,positive
0.0,0.0,neutral
-0.9999990000010001,0.0,negative
0.0,0.99999950000025,neutral
0.0,0.9999998333333611,neutral
0.0,0.9999990000010001,positive
0.0,0.0,negative
0.0,-0.99999950000025,neutral
-0.9999990000010001,0.9999990000010001,neutral
0.0,0.9999990000010001,neutral
-0.9999990000010001,0.49999987500003124,neutral
0.0,0.9999996666667778,positive
-0.9999990000010001,-0.99999950000025,negative
0.0,0.33333322222225925,negative
0.0,0.0,negative
-0.9999990000010001,-0.9999990000010001,positive
0.0,0.99999950000025,positive
0.0,-0.9999990000010001,neutral
0.0,0.0,positive
-0.9999990000010001,0.0,negative
0.0,-0.9999990000010001,negative
0.0,0.7499999062500118,positive
0.99999950000025,0.33333322222225925,positive
0.0,0.33333322222225925,positive
0.0,0.0,negative
0.0,0.0,negative
-0.9999990000010001,-0.9999990000010001,negative
0.0,0.9999990000010001,neutral
0.0,0.0,neutral
0.0,0.599999880000024,neutral
-0.9999990000010001,0.33333322222225925,negative
-0.9999990000010001,-0.9999990000010001,negative
-0.99999950000025,0.33333327777778704,negative
0.33333322222225925,0.0,negative
0.9999990000010001,0.9999996666667778,positive
0.9999990000010001,0.99999950000025,neutral
0.0,0.0,neutral
0.9999990000010001,0.99999950000025,positive
0.9999990000010001,0.199999960000008,negative
0.9999990000010001,0.99999950000025,positive
0.0,0.9999997500000625,neutral
0.0,0.9999990000010001,neutral
0.0,0.9999997500000625,neutral
-0.9999990000010001,-0.9999990000010001,positive
0.0,0.0,positive
0.9999990000010001,0.9999990000010001,positive
0.0,0.9999990000010001,neutral
0.0,0.9999990000010001,positive
0.0,0.49999987500003124,negative
0.9999990000010001,0.49999987500003124,negative
0.0,0.9999990000010001,neutral
0.9999990000010001,0.99999950000025,positive
0.9999990000010001,0.9999990000010001,positive
0.0,0.33333322222225925,negative
-0.9999996666667778,-0.199999960000008,negative
0.9999990000010001,0.99999950000025,positive
0.0,-0.9999990000010001,positive
-0.9999990000010001,0.33333322222225925,negative
0.0,0.33333322222225925,positive
0.0,0.0,negative
0.0,0.599999880000024,positive
0.0,-0.33333322222225925,positive
0.0,0.0,neutral
0.9999990000010001,0.9999990000010001,negative
0.0,0.0,positive
0.0,0.9999990000010001,negative
0.0,0.9999990000010001,positive
0.0,-0.9999990000010001,neutral
0.0,0.0,negative
0.0,0.9999990000010001,neutral
0.9999990000010001,0.33333322222225925,negative
0.0,0.49999987500003124,positive
0.0,0.99999950000025,neutral
0.9999990000010001,0.9999990000010001,positive
0.0,-0.9999990000010001,neutral
0.99999950000025,0.33333322222225925,positive
0.0,0.0,positive
0.0,0.9999990000010001,neutral
-0.9999990000010001,-0.9999990000010001,positive
0.0,0.0,negative
0.0,-0.9999990000010001,negative
0.0,0.9999990000010001,neutral
0.0,0.9999997500000625,positive
0.9999990000010001,0.99999950000025,negative
0.0,0.33333322222225925,negative
0.0,0.33333322222225925,neutral
-0.9999990000010001,0.0,negative
0.9999990000010001,0.0,positive
0.0,0.33333322222225925,positive
0.0,0.9999990000010001,negative
0.0,-0.9999990000010001,negative
0.0,0.0,neutral
0.0,0.0,neutral
0.9999990000010001,0.9999997500000625,positive
0.0,0.9999990000010001,positive
0.0,0.0,positive
0.0,0.33333322222225925,neutral
0.0,0.33333322222225925,neutral
-0.9999990000010001,-0.49999987500003124,negative
0.0,0.9999996666667778,neutral
-0.9999990000010001,0.99999950000025,negative
-0.9999997500000625,-0.199999960000008,negative
0.9999990000010001,0.33333322222225925,positive
-0.9999990000010001,-0.49999987500003124,negative
0.0,0.33333322222225925,negative
0.33333322222225925,0.9999998333333611,neutral
0.0,0.33333322222225925,negative
0.0,0.4285713673469475,neutral
0.0,0.9999990000010001,positive
0.0,0.9999990000010001,neutral
0.9999990000010001,0.9999990000010001,positive
0.0,0.0,negative
-0.9999990000010001,0.49999987500003124,positive
0.0,0.4285713673469475,neutral
0.0,0.0,neutral
0.0,0.9999997500000625,neutral
0.9999990000010001,0.49999987500003124,negative
0.9999990000010001,0.9999996666667778,positive
-0.9999990000010001,0.9999990000010001,positive
0.0,0.99999950000025,positive
0.0,0.9999996666667778,neutral
0.9999990000010001,0.9999990000010001,positive
-0.9999990000010001,0.9999990000010001,neutral
0.0,0.0,neutral
0.0,0.0,positive
0.0,0.0,positive
-0.9999990000010001,-0.199999960000008,negative
-0.9999990000010001,-0.9999990000010001,negative
0.9999990000010001,0.9999997500000625,neutral
0.0,0.9999990000010001,neutral
0.0,0.0,negative
0.9999990000010001,0.99999950000025,negative
0.9999990000010001,0.9999990000010001,neutral
0.0,-0.9999990000010001,positive
0.0,0.0,neutral
0.0,0.99999950000025,neutral
0.0,0.0,neutral
0.0,0.0,negative
-0.9999990000010001,0.0,positive
0.9999990000010001,0.9999996666667778,positive
0.0,0.0,positive
0.0,0.9999990000010001,neutral
0.0,0.199999960000008,negative
0.0,0.99999950000025,neutral
0.0,0.99999950000025,neutral
0.9999990000010001,0.99999950000025,positive
0.9999990000010001,0.9999990000010001,negative
0.0,0.0,neutral
0.9999990000010001,0.599999880000024,positive
0.0,0.9999996666667778,neutral
0.0,0.9999996666667778,neutral
0.0,0.9999990000010001,positive
0.0,0.0,neutral
0.0,0.9999996666667778,negative
0.0,-0.33333322222225925,negative
0.9999990000010001,0.0,negative
-0.9999990000010001,-0.9999990000010001,positive
-0.99999950000025,-0.33333322222225925,negative
0.0,0.33333322222225925,neutral
0.0,0.5555554938271674,negative
0.0,0.9999997500000625,neutral
0.9999990000010001,0.9999990000010001,negative
0.9999990000010001,0.33333322222225925,positive
0.0,0.49999987500003124,neutral
-0.9999990000010001,0.6666665555555741,positive
0.9999990000010001,0.9999990000010001,neutral
0.0,0.9999990000010001,negative
0.0,0.9999990000010001,positive
0.9999990000010001,0.99999950000025,positive
0.0,0.99999950000025,negative
0.9999990000010001,0.99999950000025,negative
-0.9999990000010001,0.9999990000010001,positive
0.9999990000010001,0.9999990000010001,positive
0.0,0.9999990000010001,neutral
0.0,0.0,neutral
-0.9999990000010001,0.99999950000025,positive
0.9999990000010001,0.99999950000025,positive
-0.9999990000010001,-0.9999990000010001,negative
0.0,0.0,positive
0.0,0.0,neutral
0.0,0.9999990000010001,positive
-0.9999990000010001,-0.9999990000010001,positive
0.9999990000010001,0.33333322222225925,negative
0.9999990000010001,0.0,negative
0.0,0.0,positive
0.9999990000010001,0.99999950000025,negative
-0.9999990000010001,0.0,neutral
0.9999990000010001,0.99999950000025,negative
0.9999990000010001,0.49999987500003124,positive
0.0,0.9999990000010001,positive
0.9999990000010001,0.9999990000010001,negative
0.0,0.99999980000004,positive
0.0,0.0,positive
0.9999990000010001,0.49999987500003124,positive
0.9999990000010001,0.9999990000010001,negative
0.9999990000010001,0.99999980000004,positive
0.0,0.0,neutral
0.0,0.99999950000025,positive
0.9999990000010001,0.9999990000010001,positive
-0.9999990000010001,0.33333322222225925,neutral
0.0,0.9999996666667778,neutral
0.9999990000010001,0.49999987500003124,negative
0.0,0.9999997500000625,neutral
0.0,-0.9999990000010001,negative
0.0,0.0,neutral
0.99999950000025,0.9999998333333611,positive
0.0,0.99999950000025,negative
